bigg_id	name	reaction_string	model_list	database_links	old_bigg_ids
CTBTt2rpp	Cronobetaine outward transport (H+ antiport)	ctbt_p + h_p <-> ctbt_c + h_c	iYS1720; iEcDH1_1363; iAPECO1_1312; iECDH1ME8569_1439; ic_1306; iECABU_c1320; iSF_1195; iPC815; iECD_1391; iJO1366; iAF1260; iEC55989_1330; iECB_1328; iBWG_1329; iE2348C_1286; iECBD_1354; iEC042_1314; iB21_1397; iAF1260b; iUMNK88_1353; iWFL_1372; iZ_1308; STM_v1_0; iYL1228; iUTI89_1310; iML1515; iY75_1357; iSSON_1240; iSBO_1134; iECW_1372; iSDY_1059; iEKO11_1354; iLF82_1304; iS_1188; iSFV_1184; iECUMN_1333; iG2583_1286; iUMN146_1321; iEcSMS35_1347; iSFxv_1172; iECSP_1301; iECSE_1348; iECSF_1327; iETEC_1333; iNRG857_1313; iEC1364_W; iEC1344_C; iEC1368_DH5a; iEC1349_Crooks; iEC1372_W3110; iEC1356_Bl21DE3; iECOK1_1307; iECH74115_1262; iEcHS_1320; iEcE24377_1341; iECO111_1330; iECS88_1305; iEcolC_1368; iECO26_1355; iECP_1309; iECO103_1326; iECED1_1282; iECIAI1_1343; iECNA114_1301; iECIAI39_1322; iECs_1301; iECDH10B_1368	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96939	CTBTt2rpp
CTECOAI6	3-cis-2-trans-enoyl-CoA isomerase	tdecoa_c <-> td2coa_c	iECNA114_1301; iEcE24377_1341; iECO111_1330; iEcolC_1368; iECO26_1355; iECED1_1282; iECED1_1282; iECP_1309; iECO103_1326; iECP_1309; iECH74115_1262; iECOK1_1307; iECDH10B_1368; iECS88_1305; iECIAI39_1322; iECNA114_1301; iECO26_1355; iEcE24377_1341; iECOK1_1307; iECH74115_1262; iECs_1301; iECIAI1_1343; iEcHS_1320; iECO103_1326; iECO111_1330; iECIAI39_1322; iEcHS_1320; iECDH10B_1368; iECS88_1305; iEcolC_1368; iECIAI1_1343; iY75_1357; iZ_1308; iUMNK88_1353; iWFL_1372; iUMN146_1321; iZ_1308; iUMNK88_1353; STM_v1_0; iML1515; iUTI89_1310; iAF1260b; iY75_1357; iAF987; iUTI89_1310; iYL1228; iWFL_1372; iJN1463; iYS1720; iYS1720; iEC55989_1330; iAF1260; iECB_1328; iAPECO1_1312; iECB_1328; iB21_1397; iECBD_1354; iPC815; iECABU_c1320; iSF_1195; iE2348C_1286; iECDH1ME8569_1439; iECABU_c1320; iB21_1397; iEcDH1_1363; iJO1366; iEcDH1_1363; iBWG_1329; iBWG_1329; ic_1306; iAPECO1_1312; iEC042_1314; iEC55989_1330; iSF_1195; iECDH1ME8569_1439; iECD_1391; iE2348C_1286; ic_1306; iECD_1391; iEC042_1314; iECBD_1354; iEC1372_W3110; iEC1344_C; iEC1349_Crooks; iEC1344_C; iEC1364_W; iEC1372_W3110; iEC1356_Bl21DE3; iEC1368_DH5a; iEC1349_Crooks; iEC1364_W; iEC1368_DH5a; iEC1356_Bl21DE3; iSbBS512_1146; iECUMN_1333; iEKO11_1354; iG2583_1286; iECSP_1301; iS_1188; iSFV_1184; iECSP_1301; iECW_1372; iECUMN_1333; iECSF_1327; iSFxv_1172; iEcSMS35_1347; iEcSMS35_1347; iETEC_1333; iSbBS512_1146; iECSF_1327; iECs_1301; iSSON_1240; iSDY_1059; iEKO11_1354; iLF82_1304; iSFV_1184; iG2583_1286; iECSE_1348; iETEC_1333; iSDY_1059; iLF82_1304; iS_1188; iECSE_1348; iUMN146_1321; iSFxv_1172; iSSON_1240; iECW_1372; iNRG857_1313; iNRG857_1313	EC Number: http://identifiers.org/ec-code/5.3.3.8; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96940	CTECOAI6; TDECOAI
CTECOAI7	3-cis-2-trans-enoyl-CoA isomerase	hdcoa_c <-> hdd2coa_c	iECSE_1348; iG2583_1286; iSFxv_1172; iSFxv_1172; iECUMN_1333; iS_1188; iSDY_1059; iNRG857_1313; iSFV_1184; iECs_1301; iECSP_1301; iG2583_1286; iECW_1372; iSSON_1240; iECSE_1348; iS_1188; iSDY_1059; iETEC_1333; iSFV_1184; iLF82_1304; iEKO11_1354; iECSP_1301; iSSON_1240; iECSF_1327; iLF82_1304; iSbBS512_1146; iETEC_1333; iEcSMS35_1347; iEcSMS35_1347; iECSF_1327; iECUMN_1333; iECW_1372; iEKO11_1354; iNRG857_1313; iSbBS512_1146; iUMN146_1321; iYS1720; iYS1720; iEcE24377_1341; iECIAI39_1322; iECO103_1326; iECs_1301; iEcolC_1368; iECIAI1_1343; iECIAI1_1343; iECO103_1326; iECS88_1305; iECO26_1355; iECH74115_1262; iECO26_1355; iECOK1_1307; iECNA114_1301; iEcHS_1320; iEcolC_1368; iECIAI39_1322; iECO111_1330; iECED1_1282; iECOK1_1307; iEcHS_1320; iECP_1309; iECO111_1330; iECS88_1305; iECNA114_1301; iECDH10B_1368; iECED1_1282; iEcE24377_1341; iECP_1309; iECH74115_1262; iECDH10B_1368; iY75_1357; iWFL_1372; iZ_1308; iAF987; STM_v1_0; iUTI89_1310; iUMNK88_1353; iML1515; iWFL_1372; iZ_1308; iUMN146_1321; iUMNK88_1353; iY75_1357; iUTI89_1310; iAF1260b; iYL1228; iEC1368_DH5a; iEC1368_DH5a; iEC1356_Bl21DE3; iJN1463; iEC1349_Crooks; iEC1349_Crooks; iEC1364_W; iEC1372_W3110; iEC1364_W; iEC1372_W3110; iEC1344_C; iEC1344_C; iEC1356_Bl21DE3; iECB_1328; iEC042_1314; iJO1366; iSF_1195; iEC55989_1330; iB21_1397; iEC042_1314; iECD_1391; iBWG_1329; iE2348C_1286; ic_1306; iECBD_1354; iE2348C_1286; iECDH1ME8569_1439; iECABU_c1320; iECD_1391; iECDH1ME8569_1439; iEC55989_1330; iECBD_1354; ic_1306; iPC815; iBWG_1329; iEcDH1_1363; iAPECO1_1312; iECABU_c1320; iAF1260; iECB_1328; iEcDH1_1363; iSF_1195; iB21_1397; iAPECO1_1312	EC Number: http://identifiers.org/ec-code/5.3.3.8; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96941	CTECOAI7; HDCOAI
CTECOAI8	3-cis-2-trans-enoyl-CoA isomerase	odecoa_c <-> od2coa_c	iAF1260; iE2348C_1286; iECD_1391; iECBD_1354; iECDH1ME8569_1439; iJO1366; iSF_1195; iECABU_c1320; iBWG_1329; ic_1306; iB21_1397; iECB_1328; iSF_1195; iECB_1328; iEC55989_1330; iEC042_1314; iEcDH1_1363; iB21_1397; iEC042_1314; iECDH1ME8569_1439; iE2348C_1286; ic_1306; iECD_1391; iECABU_c1320; iECBD_1354; iEC55989_1330; iEcDH1_1363; iAPECO1_1312; iAPECO1_1312; iPC815; iBWG_1329; iECDH10B_1368; iECDH10B_1368; iEcE24377_1341; iECOK1_1307; iECP_1309; iECO103_1326; iECO103_1326; iEcHS_1320; iECO26_1355; iEcE24377_1341; iEcHS_1320; iECO111_1330; iECED1_1282; iECNA114_1301; iECS88_1305; iECH74115_1262; iECO111_1330; iECIAI1_1343; iECO26_1355; iECOK1_1307; iECNA114_1301; iECH74115_1262; iECs_1301; iECIAI39_1322; iECS88_1305; iEcolC_1368; iECIAI39_1322; iECED1_1282; iECIAI1_1343; iEcolC_1368; iECP_1309; iECW_1372; iECUMN_1333; iECSF_1327; iEKO11_1354; iG2583_1286; iSSON_1240; iS_1188; iG2583_1286; iSSON_1240; iECSE_1348; iSFxv_1172; iSFxv_1172; iECSP_1301; iECW_1372; iECs_1301; iECUMN_1333; iUMN146_1321; iLF82_1304; iNRG857_1313; iSFV_1184; iSDY_1059; iEcSMS35_1347; iS_1188; iSbBS512_1146; iECSP_1301; iSDY_1059; iETEC_1333; iECSF_1327; iETEC_1333; iNRG857_1313; iSFV_1184; iEcSMS35_1347; iEKO11_1354; iECSE_1348; iSbBS512_1146; iLF82_1304; iYS1720; iYS1720; iEC1364_W; iEC1368_DH5a; iJN1463; iEC1368_DH5a; iEC1372_W3110; iEC1349_Crooks; iEC1356_Bl21DE3; iEC1364_W; iEC1356_Bl21DE3; iEC1372_W3110; iEC1349_Crooks; iEC1344_C; iEC1344_C; iY75_1357; iWFL_1372; iUMN146_1321; iYL1228; iML1515; iUTI89_1310; iUTI89_1310; STM_v1_0; iZ_1308; iAF1260b; iUMNK88_1353; iWFL_1372; iUMNK88_1353; iAF987; iY75_1357; iZ_1308	EC Number: http://identifiers.org/ec-code/5.3.3.8; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96942	CTECOAI8; ODECOAI
CU1Opp	Cuprous Oxidase (Cu+1)	4.0 cu_p + 4.0 h_p + o2_p <-> 4.0 cu2_p + 2.0 h2o_p	iYS1720; iB21_1397; iECABU_c1320; iECB_1328; iBWG_1329; iE2348C_1286; iECD_1391; iEcDH1_1363; iECDH1ME8569_1439; ic_1306; iJO1366; iEC042_1314; iECBD_1354; iAPECO1_1312; iEC55989_1330; iSF_1195; iAF1260; iAF1260b; iYL1228; iWFL_1372; STM_v1_0; iZ_1308; iUTI89_1310; iY75_1357; iUMNK88_1353; iML1515; iECW_1372; iG2583_1286; iUMN146_1321; iSFxv_1172; iLF82_1304; iEKO11_1354; iECSP_1301; iSFV_1184; iNRG857_1313; iSBO_1134; iEcSMS35_1347; iSSON_1240; iETEC_1333; iSbBS512_1146; iECSF_1327; iSDY_1059; iS_1188; iECSE_1348; iECUMN_1333; iEC1356_Bl21DE3; iEC1368_DH5a; iEC1364_W; iEC1344_C; iEC1349_Crooks; iEC1372_W3110; iECIAI1_1343; iECO26_1355; iECIAI39_1322; iECO111_1330; iECH74115_1262; iECs_1301; iECS88_1305; iECOK1_1307; iECNA114_1301; iEcE24377_1341; iEcolC_1368; iECED1_1282; iECP_1309; iECO103_1326; iEcHS_1320; iECDH10B_1368	EC Number: http://identifiers.org/ec-code/1.16.3; RHEA: http://identifiers.org/rhea/30083; RHEA: http://identifiers.org/rhea/30084; RHEA: http://identifiers.org/rhea/30085; RHEA: http://identifiers.org/rhea/30086; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96948	CU1Opp
CU2tex	Copper (Cu+2) transport via diffusion (extracellular to periplasm)	cu2_e <-> cu2_p	iECD_1391; iSF_1195; iAF1260; iECB_1328; iECBD_1354; iPC815; ic_1306; iEC55989_1330; iB21_1397; iECDH1ME8569_1439; iJO1366; iECABU_c1320; iBWG_1329; iE2348C_1286; iAPECO1_1312; iEcDH1_1363; iEC042_1314; iECIAI1_1343; iECED1_1282; iECH74115_1262; iECO111_1330; iECP_1309; iEcHS_1320; iECs_1301; iECOK1_1307; iECO103_1326; iECS88_1305; iECNA114_1301; iEcolC_1368; iECIAI39_1322; iECO26_1355; iECDH10B_1368; iEcE24377_1341; iEKO11_1354; iUMN146_1321; iSDY_1059; iNRG857_1313; iSbBS512_1146; iETEC_1333; iECSF_1327; iECSE_1348; iECSP_1301; iSFxv_1172; iEcSMS35_1347; iG2583_1286; iECUMN_1333; iSFV_1184; iS_1188; iSSON_1240; iLF82_1304; iECW_1372; iSBO_1134; iYS1720; iEC1349_Crooks; iEC1344_C; iEC1372_W3110; iJN1463; iEC1368_DH5a; iEC1356_Bl21DE3; iEC1364_W; iSynCJ816; iZ_1308; iUTI89_1310; iJB785; iAF987; iY75_1357; iWFL_1372; iUMNK88_1353; iAF1260b; iML1515; iJN678; iYL1228; STM_v1_0	RHEA: http://identifiers.org/rhea/28703; RHEA: http://identifiers.org/rhea/28704; RHEA: http://identifiers.org/rhea/28705; RHEA: http://identifiers.org/rhea/28706; BioCyc: http://identifiers.org/biocyc/META:RXN0-14; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96951; Reactome Reaction: http://identifiers.org/reactome/R-BTA-437300; Reactome Reaction: http://identifiers.org/reactome/R-CFA-437300; Reactome Reaction: http://identifiers.org/reactome/R-DME-437300; Reactome Reaction: http://identifiers.org/reactome/R-DRE-437300; Reactome Reaction: http://identifiers.org/reactome/R-GGA-437300; Reactome Reaction: http://identifiers.org/reactome/R-HSA-437300; Reactome Reaction: http://identifiers.org/reactome/R-MMU-437300; Reactome Reaction: http://identifiers.org/reactome/R-RNO-437300; Reactome Reaction: http://identifiers.org/reactome/R-SCE-437300; Reactome Reaction: http://identifiers.org/reactome/R-SSC-437300; Reactome Reaction: http://identifiers.org/reactome/R-TGU-437300; Reactome Reaction: http://identifiers.org/reactome/R-XTR-437300; SEED Reaction: http://identifiers.org/seed.reaction/rxn05212; SEED Reaction: http://identifiers.org/seed.reaction/rxn08273; SEED Reaction: http://identifiers.org/seed.reaction/rxn08274	CU2tex
CU2tpp	Copper transport in via permease (no H+)	cu2_p <-> cu2_c	iML1515; iUTI89_1310; iWFL_1372; iAF1260b; iZ_1308; iUMNK88_1353; iYL1228; iY75_1357; STM_v1_0; iSBO_1134; iS_1188; iETEC_1333; iECW_1372; iNRG857_1313; iG2583_1286; iEKO11_1354; iSbBS512_1146; iUMN146_1321; iLF82_1304; iSDY_1059; iEcSMS35_1347; iECSF_1327; iECUMN_1333; iECSE_1348; iSFV_1184; iSSON_1240; iSFxv_1172; iECSP_1301; iEC042_1314; ic_1306; iECB_1328; iEcDH1_1363; iSF_1195; iE2348C_1286; iECD_1391; iAPECO1_1312; iECBD_1354; iJO1366; iEC55989_1330; iAF1260; iB21_1397; iECABU_c1320; iECDH1ME8569_1439; iBWG_1329; iECs_1301; iEcHS_1320; iECNA114_1301; iECP_1309; iEcolC_1368; iECO103_1326; iECOK1_1307; iECIAI1_1343; iECIAI39_1322; iECO26_1355; iECDH10B_1368; iEcE24377_1341; iECED1_1282; iECO111_1330; iECH74115_1262; iECS88_1305; iJN1463; iEC1372_W3110; iEC1344_C; iEC1368_DH5a; iEC1364_W; iEC1356_Bl21DE3; iEC1349_Crooks; iYS1720	RHEA: http://identifiers.org/rhea/28703; RHEA: http://identifiers.org/rhea/28704; RHEA: http://identifiers.org/rhea/28705; RHEA: http://identifiers.org/rhea/28706; BioCyc: http://identifiers.org/biocyc/META:RXN0-14; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96951; Reactome Reaction: http://identifiers.org/reactome/R-BTA-437300; Reactome Reaction: http://identifiers.org/reactome/R-CFA-437300; Reactome Reaction: http://identifiers.org/reactome/R-DME-437300; Reactome Reaction: http://identifiers.org/reactome/R-DRE-437300; Reactome Reaction: http://identifiers.org/reactome/R-GGA-437300; Reactome Reaction: http://identifiers.org/reactome/R-HSA-437300; Reactome Reaction: http://identifiers.org/reactome/R-MMU-437300; Reactome Reaction: http://identifiers.org/reactome/R-RNO-437300; Reactome Reaction: http://identifiers.org/reactome/R-SCE-437300; Reactome Reaction: http://identifiers.org/reactome/R-SSC-437300; Reactome Reaction: http://identifiers.org/reactome/R-TGU-437300; Reactome Reaction: http://identifiers.org/reactome/R-XTR-437300; SEED Reaction: http://identifiers.org/seed.reaction/rxn05212; SEED Reaction: http://identifiers.org/seed.reaction/rxn08273; SEED Reaction: http://identifiers.org/seed.reaction/rxn08274	CU2tpp
CYANST	Cyanide sulfurtransferase	cyan_c + tsul_c <-> h_c + so3_c + tcynt_c	iEcSMS35_1347; iSFxv_1172; iECSE_1348; iLF82_1304; iUMN146_1321; iECSP_1301; iECW_1372; iETEC_1333; iSFV_1184; iG2583_1286; iNRG857_1313; iECUMN_1333; iECSF_1327; iSDY_1059; iS_1188; iSBO_1134; iSSON_1240; iEKO11_1354; iSbBS512_1146; iYS1720; iECO111_1330; iECs_1301; iEcHS_1320; iEcE24377_1341; iECOK1_1307; iECIAI1_1343; iECS88_1305; iECIAI39_1322; iECDH10B_1368; iEcolC_1368; iECO103_1326; iECH74115_1262; iECED1_1282; iECP_1309; iECO26_1355; iECNA114_1301; iY75_1357; iUMNK88_1353; iYL1228; iWFL_1372; iAF1260b; iML1515; iUTI89_1310; STM_v1_0; iJR904; iZ_1308; iEC1364_W; iEC1349_Crooks; iCN900; iEK1008; iEC1368_DH5a; iEC1372_W3110; iEC1344_C; iEC1356_Bl21DE3; iJN1463; iJO1366; iECABU_c1320; iECBD_1354; iSF_1195; iBWG_1329; iAF1260; iECDH1ME8569_1439; iB21_1397; ic_1306; iECB_1328; iNJ661; iECD_1391; iPC815; iNJ661; iEC042_1314; iE2348C_1286; iEcDH1_1363; iAPECO1_1312; iEC55989_1330	RHEA: http://identifiers.org/rhea/16881; RHEA: http://identifiers.org/rhea/16882; RHEA: http://identifiers.org/rhea/16883; RHEA: http://identifiers.org/rhea/16884; EC Number: http://identifiers.org/ec-code/2.8.1.1; BioCyc: http://identifiers.org/biocyc/META:THIOSULFATE-SULFURTRANSFERASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR138187; KEGG Reaction: http://identifiers.org/kegg.reaction/R01931; SEED Reaction: http://identifiers.org/seed.reaction/rxn01416	CYANST; THSFST
CYNTAH	Cyanate aminohydrolase	cynt_c + 3.0 h_c + hco3_c <-> 2.0 co2_c + nh4_c	iECB_1328; iECDH1ME8569_1439; iECBD_1354; iB21_1397; iAF1260; iJO1366; iEC042_1314; iEC55989_1330; iECD_1391; iEcDH1_1363; iAF1260b; iWFL_1372; iML1515; iJR904; iJN678; iUMNK88_1353; iY75_1357; iZ_1308; iEKO11_1354; iECUMN_1333; iG2583_1286; iECW_1372; iEcSMS35_1347; iECSP_1301; iECSE_1348; iETEC_1333; iEC1349_Crooks; iEC1364_W; iEC1372_W3110; iEC1356_Bl21DE3; iEC1344_C; iEC1368_DH5a; iECO111_1330; iECDH10B_1368; iEcHS_1320; iECH74115_1262; iECO26_1355; iECIAI1_1343; iECs_1301; iEcolC_1368; iEcE24377_1341; iECO103_1326; iECIAI39_1322	RHEA: http://identifiers.org/rhea/11120; RHEA: http://identifiers.org/rhea/11121; RHEA: http://identifiers.org/rhea/11122; RHEA: http://identifiers.org/rhea/11123; EC Number: http://identifiers.org/ec-code/4.2.1.104; BioCyc: http://identifiers.org/biocyc/META:RXN-12893; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR138188; KEGG Reaction: http://identifiers.org/kegg.reaction/R10079; SEED Reaction: http://identifiers.org/seed.reaction/rxn08277	CYNTAH
CYNTtex	Cyanate transport via diffusion (extracellular to periplasm)	cynt_e <-> cynt_p	iUMN146_1321; iG2583_1286; iETEC_1333; iSSON_1240; iS_1188; iECSP_1301; iEcSMS35_1347; iEKO11_1354; iSDY_1059; iECSE_1348; iSFV_1184; iECW_1372; iSBO_1134; iECUMN_1333; iSFxv_1172; iLF82_1304; iNRG857_1313; iSbBS512_1146; iECSF_1327; iML1515; iJN678; iZ_1308; iJB785; iUTI89_1310; iWFL_1372; iAF1260b; iUMNK88_1353; iYL1228; STM_v1_0; iY75_1357; iYS1720; iECED1_1282; iECH74115_1262; iEcHS_1320; iECO103_1326; iECS88_1305; iECO26_1355; iECDH10B_1368; iEcE24377_1341; iECNA114_1301; iECIAI1_1343; iECOK1_1307; iECP_1309; iECs_1301; iECO111_1330; iEcolC_1368; iECIAI39_1322; iEC1349_Crooks; iEC1364_W; iEC1344_C; iSynCJ816; iEC1368_DH5a; iEC1356_Bl21DE3; iEC1372_W3110; iSF_1195; iAPECO1_1312; iPC815; iECDH1ME8569_1439; iB21_1397; iAF1260; iEC55989_1330; iEcDH1_1363; iBWG_1329; iE2348C_1286; ic_1306; iECD_1391; iECBD_1354; iECABU_c1320; iECB_1328; iEC042_1314; iJO1366	BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-14; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96963; SEED Reaction: http://identifiers.org/seed.reaction/rxn08279	CYNTtex
CYSDabcpp	D-cysteine uptake via ABC system (periplasm)	atp_c + h2o_c + cys__D_p <-> adp_c + cys__D_c + h_c + pi_c	iYL1228; iML1515; iAF1260b; iUMNK88_1353; iWFL_1372; iY75_1357; iUTI89_1310; iZ_1308; iECD_1391; iECB_1328; iECDH1ME8569_1439; iAF1260; iEcDH1_1363; iBWG_1329; iECBD_1354; iJO1366; iSF_1195; iEC042_1314; iECABU_c1320; iAPECO1_1312; iPC815; iB21_1397; ic_1306; iE2348C_1286; iEC55989_1330; iECP_1309; iECs_1301; iECED1_1282; iEcE24377_1341; iECO111_1330; iECOK1_1307; iECDH10B_1368; iECIAI1_1343; iECIAI39_1322; iECO103_1326; iECO26_1355; iECS88_1305; iEcHS_1320; iECH74115_1262; iECNA114_1301; iEcolC_1368; iEcSMS35_1347; iNRG857_1313; iUMN146_1321; iECSP_1301; iSDY_1059; iSBO_1134; iS_1188; iSFV_1184; iECSE_1348; iSSON_1240; iG2583_1286; iECSF_1327; iEKO11_1354; iECUMN_1333; iSFxv_1172; iECW_1372; iETEC_1333; iLF82_1304; iSbBS512_1146; iEC1344_C; iEC1368_DH5a; iEC1372_W3110; iJN1463; iEC1364_W; iEC1349_Crooks; iEC1356_Bl21DE3; iYS1720	BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-289; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96996; SEED Reaction: http://identifiers.org/seed.reaction/rxn08282	CYSDabcpp
CYSDtex	D-cysteine transport via diffusion (extracellular to periplasm)	cys__D_e <-> cys__D_p	iYS1720; iECH74115_1262; iECO111_1330; iECO26_1355; iEcolC_1368; iECS88_1305; iECs_1301; iECO103_1326; iEcHS_1320; iECDH10B_1368; iECIAI1_1343; iECIAI39_1322; iECOK1_1307; iECP_1309; iECNA114_1301; iEcE24377_1341; iECED1_1282; iWFL_1372; iAF1260b; iUTI89_1310; iML1515; iUMNK88_1353; STM_v1_0; iY75_1357; iZ_1308; iYL1228; iSF_1195; iB21_1397; iAPECO1_1312; iAF1260; iBWG_1329; iE2348C_1286; iECB_1328; iEC55989_1330; iPC815; ic_1306; iECABU_c1320; iEC042_1314; iJO1366; iECBD_1354; iEcDH1_1363; iECDH1ME8569_1439; iECD_1391; iEC1349_Crooks; iEC1372_W3110; iJN1463; iEC1356_Bl21DE3; iEC1344_C; iEC1364_W; iEC1368_DH5a; iSbBS512_1146; iECSF_1327; iEcSMS35_1347; iNRG857_1313; iECW_1372; iLF82_1304; iSFxv_1172; iECUMN_1333; iEKO11_1354; iECSE_1348; iS_1188; iSDY_1059; iECSP_1301; iSFV_1184; iSSON_1240; iETEC_1333; iSBO_1134; iUMN146_1321; iG2583_1286	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96997; SEED Reaction: http://identifiers.org/seed.reaction/rxn08283	CYSDtex
CYSTL	Cystathionine b-lyase	cyst__L_c + h2o_c <-> hcys__L_c + nh4_c + pyr_c	iECH74115_1262; iECS88_1305; iECNA114_1301; iECs_1301; iECIAI39_1322; iECP_1309; iECDH10B_1368; iEcE24377_1341; iECED1_1282; iECO111_1330; iECOK1_1307; iEcHS_1320; iECO103_1326; iECO26_1355; iEcolC_1368; iECIAI1_1343; iECW_1372; iSbBS512_1146; iEKO11_1354; iEcSMS35_1347; iSBO_1134; iECSP_1301; iG2583_1286; iECSE_1348; iECUMN_1333; iNRG857_1313; iSSON_1240; iETEC_1333; iSFxv_1172; iUMN146_1321; iLF82_1304; iECSF_1327; iS_1188; iSFV_1184; iSDY_1059; iJO1366; iE2348C_1286; iEcDH1_1363; iECB_1328; iAF1260; iSB619; iECABU_c1320; iEC55989_1330; iEC042_1314; ic_1306; iBWG_1329; iSF_1195; iJN746; iB21_1397; iAPECO1_1312; iECD_1391; iMM904; iECDH1ME8569_1439; iNJ661; iECBD_1354; iND750; iYS1720; iEC1368_DH5a; iCN718; iEK1008; iJN1463; iSynCJ816; iEC1364_W; iYS854; iCN900; iEC1349_Crooks; iEC1356_Bl21DE3; iEC1372_W3110; iEC1344_C; iML1515; STM_v1_0; iAF1260b; iYO844; iNF517; iAF987; iUMNK88_1353; iHN637; iJR904; iY75_1357; iZ_1308; iUTI89_1310; iJN678; iWFL_1372; iYL1228	RHEA: http://identifiers.org/rhea/13965; RHEA: http://identifiers.org/rhea/13966; RHEA: http://identifiers.org/rhea/13967; RHEA: http://identifiers.org/rhea/13968; EC Number: http://identifiers.org/ec-code/4.4.1.8; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96469; KEGG Reaction: http://identifiers.org/kegg.reaction/R01286	CYSTL
CYSTRS	Cysteinyl-tRNA synthetase	atp_c + cys__L_c + trnacys_c <-> amp_c + cystrna_c + ppi_c	iUTI89_1310; iAF987; iAF692; iRC1080; iLJ478; STM_v1_0; iYL1228; iUMNK88_1353; iLB1027_lipid; iZ_1308; iJN678; iJB785; iY75_1357; iAF1260b; iWFL_1372; iEC55989_1330; iBWG_1329; iECBD_1354; iEC042_1314; iAF1260; iMM904; iECDH1ME8569_1439; iE2348C_1286; iJN746; iECABU_c1320; iAPECO1_1312; ic_1306; iSF_1195; iECD_1391; iPC815; iND750; iB21_1397; iECB_1328; iJO1366; iSB619; iEcDH1_1363; iECS88_1305; iEcHS_1320; iECIAI1_1343; iECO26_1355; iECO103_1326; iECH74115_1262; iECIAI39_1322; iECDH10B_1368; iECNA114_1301; iECOK1_1307; iECO111_1330; iEcolC_1368; iECP_1309; iEcE24377_1341; iECED1_1282; iECs_1301; iSDY_1059; iEKO11_1354; iS_1188; iECSP_1301; iSFxv_1172; iEcSMS35_1347; iUMN146_1321; iECSF_1327; iECW_1372; iNRG857_1313; iECUMN_1333; iETEC_1333; iG2583_1286; iSBO_1134; iSSON_1240; iLF82_1304; iSFV_1184; iSbBS512_1146; iECSE_1348; iIS312_Trypomastigote; iCN718; iEC1364_W; iJN1463; iEC1372_W3110; iEC1344_C; iSynCJ816; iYS854; iCN900; iIS312_Amastigote; iIS312; iEC1349_Crooks; iIS312_Epimastigote; iEC1356_Bl21DE3; iEC1368_DH5a; iYS1720	EC Number: http://identifiers.org/ec-code/6.1.1.15; EC Number: http://identifiers.org/ec-code/6.1.1.16; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR97018; Reactome Reaction: http://identifiers.org/reactome/R-HSA-379887; Reactome Reaction: http://identifiers.org/reactome/R-HSA-380158; KEGG Reaction: http://identifiers.org/kegg.reaction/R03650; SEED Reaction: http://identifiers.org/seed.reaction/rxn06435	CYSTL; CYSTL_c; CYSTRS
