bigg_id	universal_bigg_id	name	model_list	database_links	old_bigg_ids
2agpe160_c	2agpe160	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)	iB21_1397; iJO1366; iE2348C_1286; ic_1306; iSF_1195; iNJ661; iBWG_1329; iAPECO1_1312; iAF1260; iEC042_1314; iPC815; iECDH10B_1368; iECH74115_1262; iECDH1ME8569_1439; iECABU_c1320; iEC55989_1330; iEcDH1_1363; iECED1_1282; iECB_1328; iEcHS_1320; iEcE24377_1341; iECD_1391; iECBD_1354; iECSP_1301; iNRG857_1313; iEcSMS35_1347; iECSF_1327; iECW_1372; iLF82_1304; iG2583_1286; iEKO11_1354; iECUMN_1333; iETEC_1333; iS_1188; iEC1372_W3110; iYS1720; iEC1344_C; iJN1463; iCN718; iEC1368_DH5a; iSSON_1240; iZ_1308; iWFL_1372; iSFxv_1172; iYL1228; iSFV_1184; iSBO_1134; iUMNK88_1353; iSbBS512_1146; iUTI89_1310; iSDY_1059; iUMN146_1321; iECO26_1355; iECIAI39_1322; iECIAI1_1343; iECNA114_1301; iECP_1309; iECS88_1305; iECO111_1330; iEcolC_1368; iECO103_1326; iECSE_1348; iECs_1301; iECOK1_1307; iAF987; iAF1260b; STM_v1_0; iY75_1357; iEK1008; iML1515; iEC1364_W; iEC1349_Crooks; iEC1356_Bl21DE3	CHEBI: http://identifiers.org/chebi/CHEBI:131743; CHEBI: http://identifiers.org/chebi/CHEBI:132926; InChI Key: https://identifiers.org/inchikey/CKPBBEOJHAPPBT-HXUWFJFHSA-N; Human Metabolome Database: http://identifiers.org/hmdb/HMDB11473; LipidMaps: http://identifiers.org/lipidmaps/LMGP02050036; BioCyc: http://identifiers.org/biocyc/META:CPD0-2177; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM34810; SEED Compound: http://identifiers.org/seed.compound/cpd15339; SEED Compound: http://identifiers.org/seed.compound/cpd26438	2agpe160; 2agpe160_c; _2agpe160_c
2agpg120_c	2agpg120	2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)	iWFL_1372; iYL1228; iSDY_1059; iSSON_1240; iUTI89_1310; iSFxv_1172; iSBO_1134; iZ_1308; iSFV_1184; iUMNK88_1353; iUMN146_1321; iSbBS512_1146; iEcolC_1368; iECs_1301; iECS88_1305; iECIAI39_1322; iECOK1_1307; iECO111_1330; iECIAI1_1343; iECSE_1348; iECO26_1355; iECO103_1326; iECP_1309; iECNA114_1301; iML1515; iEC1356_Bl21DE3; iEC1349_Crooks; iEC1364_W; STM_v1_0; iAF1260b; iAF987; iY75_1357; iJO1366; iB21_1397; iPC815; iAF1260; iE2348C_1286; iSF_1195; iBWG_1329; iEC042_1314; iAPECO1_1312; ic_1306; iEC55989_1330; iECED1_1282; iEcDH1_1363; iECH74115_1262; iECBD_1354; iEcE24377_1341; iECB_1328; iEcHS_1320; iECDH10B_1368; iECDH1ME8569_1439; iECABU_c1320; iECD_1391; iYS1720; iEC1344_C; iEC1372_W3110; iEC1368_DH5a; iECSP_1301; iS_1188; iECUMN_1333; iECSF_1327; iETEC_1333; iG2583_1286; iNRG857_1313; iEcSMS35_1347; iLF82_1304; iECW_1372; iEKO11_1354	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM3450	2agpg120; 2agpg120_c; _2agpg120_c
2agpg140_c	2agpg140	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)	iECUMN_1333; iNRG857_1313; iECW_1372; iEKO11_1354; iECSP_1301; iG2583_1286; iLF82_1304; iEcSMS35_1347; iETEC_1333; iS_1188; iECSF_1327; iY75_1357; iAF987; iAF1260b; STM_v1_0; iECO26_1355; iECSE_1348; iECO111_1330; iEcolC_1368; iECs_1301; iECNA114_1301; iECP_1309; iECO103_1326; iECS88_1305; iECOK1_1307; iECIAI39_1322; iECIAI1_1343; iUMNK88_1353; iUMN146_1321; iWFL_1372; iZ_1308; iUTI89_1310; iSbBS512_1146; iYL1228; iSDY_1059; iSFV_1184; iSFxv_1172; iSBO_1134; iSSON_1240; iML1515; iEC1356_Bl21DE3; iEC1364_W; iEC1349_Crooks; iYS1720; iEC1372_W3110; iEC1368_DH5a; iEC1344_C; iBWG_1329; iPC815; iE2348C_1286; iJO1366; ic_1306; iB21_1397; iAF1260; iAPECO1_1312; iEC042_1314; iSF_1195; iECED1_1282; iECD_1391; iECABU_c1320; iECBD_1354; iEC55989_1330; iEcHS_1320; iECH74115_1262; iECB_1328; iECDH10B_1368; iECDH1ME8569_1439; iEcE24377_1341; iEcDH1_1363	BioCyc: http://identifiers.org/biocyc/META:CPD0-2173; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM34739; InChI Key: https://identifiers.org/inchikey/NHYJQQUDLXESED-UHFFFAOYSA-M; SEED Compound: http://identifiers.org/seed.compound/cpd26437	2agpg140; 2agpg140_c; _2agpg140_c
2aobut_c	2aobut	L-2-Amino-3-oxobutanoate	iETEC_1333; iLF82_1304; iECW_1372; iNRG857_1313; iEKO11_1354; iECSP_1301; iECSF_1327; iEcSMS35_1347; iG2583_1286; iS_1188; iECSE_1348; iECUMN_1333; iYO844; iAF1260b; iY75_1357; iCHOv1; STM_v1_0; iECO103_1326; iECO111_1330; iECNA114_1301; iECIAI39_1322; iECO26_1355; iECs_1301; iEcolC_1368; iECP_1309; iECIAI1_1343; iECS88_1305; iECOK1_1307; iUMNK88_1353; iSDY_1059; iZ_1308; iSBO_1134; iSbBS512_1146; iSFxv_1172; iUMN146_1321; iJR904; iYL1228; iSSON_1240; iUTI89_1310; iSFV_1184; iWFL_1372; iML1515; iEK1008; iEC1349_Crooks; iCHOv1_DG44; iYS854; iEC1356_Bl21DE3; iEC1368_DH5a; iEC1372_W3110; iEC1364_W; iJN1463; iYS1720; iCN900; iEC1344_C; iE2348C_1286; iAPECO1_1312; iJO1366; iMM904; iSB619; iBWG_1329; iSF_1195; iAF1260; iEC042_1314; iB21_1397; ic_1306; iPC815; iECH74115_1262; iECBD_1354; iECABU_c1320; iECDH1ME8569_1439; iECED1_1282; iEcE24377_1341; iEC55989_1330; iEcDH1_1363; iEcHS_1320; iECD_1391; iECDH10B_1368; iECB_1328	Reactome Compound: http://identifiers.org/reactome/R-ALL-6798652; KEGG Compound: http://identifiers.org/kegg.compound/C03508; CHEBI: http://identifiers.org/chebi/CHEBI:13048; CHEBI: http://identifiers.org/chebi/CHEBI:16944; CHEBI: http://identifiers.org/chebi/CHEBI:21195; CHEBI: http://identifiers.org/chebi/CHEBI:35229; CHEBI: http://identifiers.org/chebi/CHEBI:40668; CHEBI: http://identifiers.org/chebi/CHEBI:40673; CHEBI: http://identifiers.org/chebi/CHEBI:6156; CHEBI: http://identifiers.org/chebi/CHEBI:78948; Human Metabolome Database: http://identifiers.org/hmdb/HMDB06454; LipidMaps: http://identifiers.org/lipidmaps/LMFA01060172; BioCyc: http://identifiers.org/biocyc/META:AMINO-OXOBUT; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM114087; InChI Key: https://identifiers.org/inchikey/SAUCHDKDCUROAO-VKHMYHEASA-N; SEED Compound: http://identifiers.org/seed.compound/cpd02211	2aobut; 2aobut[c]; 2aobut_c
2dh3dgal6p_c	2dh3dgal6p	2-Dehydro-3-deoxy-D-galactonate 6-phosphate	iSBO_1134; iSFxv_1172; iJR904; iUMN146_1321; iSFV_1184; iWFL_1372; iZ_1308; iUTI89_1310; iSSON_1240; iYL1228; iUMNK88_1353; iSDY_1059; iSbBS512_1146; iECIAI1_1343; iECO103_1326; iEcolC_1368; iECO111_1330; iECP_1309; iECO26_1355; iECS88_1305; iECOK1_1307; iECs_1301; iECIAI39_1322; iECNA114_1301; iML1515; iEC1349_Crooks; iEC1356_Bl21DE3; STM_v1_0; iY75_1357; iAF1260b; ic_1306; iB21_1397; iAF1260; iJO1366; iE2348C_1286; iEC042_1314; iAPECO1_1312; iSF_1195; iBWG_1329; iECDH10B_1368; iECABU_c1320; iEcE24377_1341; iECBD_1354; iECDH1ME8569_1439; iECD_1391; iEcDH1_1363; iEC55989_1330; iECB_1328; iECED1_1282; iECH74115_1262; iEcHS_1320; iEC1344_C; iEC1364_W; iYS1720; iEC1368_DH5a; iEC1372_W3110; iEcSMS35_1347; iLF82_1304; iECSE_1348; iEKO11_1354; iECSP_1301; iECSF_1327; iG2583_1286; iETEC_1333; iECW_1372; iS_1188; iECUMN_1333; iNRG857_1313	KEGG Compound: http://identifiers.org/kegg.compound/C01286; CHEBI: http://identifiers.org/chebi/CHEBI:1057; CHEBI: http://identifiers.org/chebi/CHEBI:11548; CHEBI: http://identifiers.org/chebi/CHEBI:17860; CHEBI: http://identifiers.org/chebi/CHEBI:19528; CHEBI: http://identifiers.org/chebi/CHEBI:58298; BioCyc: http://identifiers.org/biocyc/META:DEHYDRO-DEOXY-GALACTONATE-PHOSPHATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM90136; InChI Key: https://identifiers.org/inchikey/OVPRPPOVAXRCED-NQXXGFSBSA-K; SEED Compound: http://identifiers.org/seed.compound/cpd00945	2dh3dgal6p; 2dh3dgal6p_c
2dhp_c	2dhp	2-Dehydropantoate	iECD_1391; iEcDH1_1363; iECED1_1282; iECB_1328; iECH74115_1262; iECBD_1354; iEcE24377_1341; iEC55989_1330; iEcHS_1320; iECDH1ME8569_1439; iECABU_c1320; iECDH10B_1368; iSBO_1134; iYL1228; iSSON_1240; iZ_1308; iSDY_1059; iWFL_1372; iSbBS512_1146; iJR904; iUTI89_1310; iUMNK88_1353; iSFV_1184; iUMN146_1321; iSFxv_1172; iY75_1357; iJN678; iAF987; iLJ478; iAF1260b; STM_v1_0; iHN637; iAF692; iRC1080; iYO844; iECSF_1327; iNRG857_1313; iEcSMS35_1347; iECUMN_1333; iECW_1372; iETEC_1333; iS_1188; iG2583_1286; iECSP_1301; iLF82_1304; iECSE_1348; iEKO11_1354; iECO103_1326; iECs_1301; iECO111_1330; iECIAI39_1322; iEcolC_1368; iECS88_1305; iECNA114_1301; iECIAI1_1343; iECP_1309; iECO26_1355; iECOK1_1307; iJN746; iNJ661; iJO1366; iIT341; iAPECO1_1312; iND750; iMM904; ic_1306; iSB619; iE2348C_1286; iBWG_1329; iPC815; iAF1260; iSF_1195; iB21_1397; iEC042_1314; iEC1356_Bl21DE3; iYS854; iEK1008; iJB785; iNF517; iEC1349_Crooks; iML1515; iEC1368_DH5a; iEC1372_W3110; iJN1463; iEC1364_W; iCN718; iCN900; iYS1720; iEC1344_C; iSynCJ816	KEGG Compound: http://identifiers.org/kegg.compound/C00966; CHEBI: http://identifiers.org/chebi/CHEBI:1071; CHEBI: http://identifiers.org/chebi/CHEBI:11561; CHEBI: http://identifiers.org/chebi/CHEBI:17094; CHEBI: http://identifiers.org/chebi/CHEBI:19545; BioCyc: http://identifiers.org/biocyc/META:2-DEHYDROPANTOATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM959; InChI Key: https://identifiers.org/inchikey/PKVVTUWHANFMQC-UHFFFAOYSA-M; SEED Compound: http://identifiers.org/seed.compound/cpd00712	2dhp; 2dhp[c]; 2dhp_c; _2dhp_c
2dmmql8_c	2dmmql8	2-Demethylmenaquinol 8	ic_1306; iE2348C_1286; iBWG_1329; iSB619; iEC55989_1330; iJO1366; iB21_1397; iSF_1195; iEC042_1314; iAF1260; iAPECO1_1312; iNJ661; iPC815; iECABU_c1320; iECD_1391; iECBD_1354; iECDH10B_1368; iECH74115_1262; iECDH1ME8569_1439; iEcE24377_1341; iEcHS_1320; iECED1_1282; iEcDH1_1363; iECB_1328; iETEC_1333; iSbBS512_1146; iECW_1372; iG2583_1286; iECSF_1327; iEKO11_1354; iECSP_1301; iECUMN_1333; iLF82_1304; iEcSMS35_1347; iNRG857_1313; iS_1188; iEC1372_W3110; iCN718; iEC1368_DH5a; iEC1344_C; iYS1720; iCN900; iSBO_1134; iSDY_1059; iUMN146_1321; iSFV_1184; iYL1228; iJR904; iWFL_1372; iSFxv_1172; iZ_1308; iUTI89_1310; iUMNK88_1353; iSSON_1240; iECO26_1355; iECs_1301; iECNA114_1301; iECO111_1330; iECIAI1_1343; iECIAI39_1322; iECOK1_1307; iECP_1309; iECS88_1305; iECSE_1348; iECO103_1326; iEcolC_1368; iHN637; STM_v1_0; iAF1260b; iAF987; iY75_1357; iEC1349_Crooks; iEK1008; iEC1364_W; iML1515; iEC1356_Bl21DE3	CHEBI: http://identifiers.org/chebi/CHEBI:61873; InChI Key: https://identifiers.org/inchikey/FGYPGICSXJEKCG-AENDIINCSA-N; BioCyc: http://identifiers.org/biocyc/META:CPD-12115; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM558; SEED Compound: http://identifiers.org/seed.compound/cpd15353	2dmmql8; 2dmmql8[c]; 2dmmql8_c; _2dmmql8_c
2h3oppan_c	2h3oppan	2-Hydroxy-3-oxopropanoate	iNRG857_1313; iETEC_1333; iLF82_1304; iECSP_1301; iEKO11_1354; iEcSMS35_1347; iECUMN_1333; iECSE_1348; iG2583_1286; iECSF_1327; iS_1188; iECW_1372; iY75_1357; iJN678; STM_v1_0; iHN637; iAF1260b; iECO103_1326; iECO26_1355; iECS88_1305; iECO111_1330; iECP_1309; iECIAI39_1322; iECs_1301; iECIAI1_1343; iECNA114_1301; iEcolC_1368; iECOK1_1307; iZ_1308; iWFL_1372; iSFxv_1172; iUMNK88_1353; iSDY_1059; iSBO_1134; iSbBS512_1146; iJR904; iSSON_1240; iSFV_1184; iUMN146_1321; iUTI89_1310; iYL1228; iJB785; iML1515; iEC1356_Bl21DE3; iEC1349_Crooks; iYS854; iCN900; iJN1463; iEC1344_C; iEC1368_DH5a; iCN718; iEC1364_W; iSynCJ816; iYS1720; iEC1372_W3110; iPC815; iB21_1397; iSF_1195; iBWG_1329; iAF1260; iAPECO1_1312; iJN746; iEC042_1314; iJO1366; ic_1306; iE2348C_1286; iECABU_c1320; iECED1_1282; iEcDH1_1363; iECBD_1354; iEcHS_1320; iEcE24377_1341; iECB_1328; iECDH1ME8569_1439; iEC55989_1330; iECD_1391; iECH74115_1262; iECDH10B_1368	KEGG Compound: http://identifiers.org/kegg.compound/C01146; CHEBI: http://identifiers.org/chebi/CHEBI:1123; CHEBI: http://identifiers.org/chebi/CHEBI:11583; CHEBI: http://identifiers.org/chebi/CHEBI:15194; CHEBI: http://identifiers.org/chebi/CHEBI:16992; CHEBI: http://identifiers.org/chebi/CHEBI:19605; CHEBI: http://identifiers.org/chebi/CHEBI:57978; Human Metabolome Database: http://identifiers.org/hmdb/HMDB06781; Human Metabolome Database: http://identifiers.org/hmdb/HMDB06938; BioCyc: http://identifiers.org/biocyc/META:TARTRONATE-S-ALD; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM475; InChI Key: https://identifiers.org/inchikey/QWBAFPFNGRFSFB-UHFFFAOYSA-M; SEED Compound: http://identifiers.org/seed.compound/cpd00843	2h3oppan; 2h3oppan[c]; 2h3oppan_c
2hdecg3p_c	2hdecg3p	2-hexadecanoyl-sn-glycerol 3-phosphate	iYS1720; iEC1372_W3110; iEC1368_DH5a; iEC1344_C; iECUMN_1333; iLF82_1304; iEKO11_1354; iETEC_1333; iECSF_1327; iECSP_1301; iNRG857_1313; iECW_1372; iEcSMS35_1347; iG2583_1286; iS_1188; iSFxv_1172; iYL1228; iSBO_1134; iSbBS512_1146; iUMN146_1321; iSFV_1184; iSDY_1059; iZ_1308; iUTI89_1310; iSSON_1240; iWFL_1372; iUMNK88_1353; iECD_1391; iECED1_1282; iECH74115_1262; iECBD_1354; iEC55989_1330; iECABU_c1320; iECDH1ME8569_1439; iEcHS_1320; iECB_1328; iEcDH1_1363; iECDH10B_1368; iEcE24377_1341; STM_v1_0; iY75_1357; iAF1260b; iEC1349_Crooks; iML1515; iEC1364_W; iEC1356_Bl21DE3; iECs_1301; iECS88_1305; iECSE_1348; iEcolC_1368; iECIAI1_1343; iECP_1309; iECO103_1326; iECOK1_1307; iECNA114_1301; iECIAI39_1322; iECO26_1355; iECO111_1330; iB21_1397; iSF_1195; iAPECO1_1312; iPC815; iE2348C_1286; iBWG_1329; iJO1366; ic_1306; iAF1260; iEC042_1314	Human Metabolome Database: http://identifiers.org/hmdb/HMDB07849; LipidMaps: http://identifiers.org/lipidmaps/LMGP10050042; BioCyc: http://identifiers.org/biocyc/META:CPD-17276; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM5465; SEED Compound: http://identifiers.org/seed.compound/cpd15355	2hdecg3p; 2hdecg3p_c
2odecg3p_c	2odecg3p	2-octadecanoyl-sn-glycerol 3-phosphate	iPC815; iAPECO1_1312; iE2348C_1286; iEC042_1314; iAF1260; iJO1366; iB21_1397; ic_1306; iBWG_1329; iSF_1195; iECD_1391; iEcDH1_1363; iECH74115_1262; iECABU_c1320; iECB_1328; iECBD_1354; iEC55989_1330; iECDH10B_1368; iECDH1ME8569_1439; iEcHS_1320; iEcE24377_1341; iECED1_1282; iECW_1372; iECUMN_1333; iS_1188; iECSP_1301; iETEC_1333; iG2583_1286; iNRG857_1313; iLF82_1304; iEcSMS35_1347; iECSF_1327; iEKO11_1354; iEC1344_C; iEC1368_DH5a; iEC1372_W3110; iYS1720; iSbBS512_1146; iSFV_1184; iSDY_1059; iYL1228; iWFL_1372; iSSON_1240; iUTI89_1310; iSBO_1134; iZ_1308; iUMN146_1321; iSFxv_1172; iUMNK88_1353; iECS88_1305; iECO26_1355; iECO103_1326; iEcolC_1368; iECIAI1_1343; iECO111_1330; iECOK1_1307; iECP_1309; iECNA114_1301; iECIAI39_1322; iECSE_1348; iECs_1301; STM_v1_0; iY75_1357; iAF1260b; iEC1356_Bl21DE3; iEC1364_W; iML1515; iEC1349_Crooks	Human Metabolome Database: http://identifiers.org/hmdb/HMDB07850; LipidMaps: http://identifiers.org/lipidmaps/LMGP10050043; BioCyc: http://identifiers.org/biocyc/META:CPD-17274; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM5481; SEED Compound: http://identifiers.org/seed.compound/cpd15358	2odecg3p; 2odecg3p_c
2ohph_c	2ohph	2-Octaprenyl-6-hydroxyphenol	iEC1364_W; iML1515; iEC1349_Crooks; iEC1356_Bl21DE3; iEC1368_DH5a; iCN718; iYS1720; iEC1372_W3110; iJN1463; iEC1344_C; iECDH10B_1368; iECB_1328; iECABU_c1320; iEcE24377_1341; iECD_1391; iEcDH1_1363; iECH74115_1262; iEcHS_1320; iECED1_1282; iECBD_1354; iECDH1ME8569_1439; iSF_1195; iJO1366; iEC042_1314; iPC815; ic_1306; iBWG_1329; iE2348C_1286; iAF1260; iB21_1397; iEC55989_1330; iAPECO1_1312; iLF82_1304; iSbBS512_1146; iNRG857_1313; iS_1188; iEcSMS35_1347; iECSF_1327; iECUMN_1333; iETEC_1333; iECSP_1301; iEKO11_1354; iG2583_1286; iECW_1372; STM_v1_0; iAF1260b; iY75_1357; iSFxv_1172; iUMN146_1321; iZ_1308; iSDY_1059; iUTI89_1310; iSFV_1184; iYL1228; iUMNK88_1353; iSBO_1134; iJR904; iWFL_1372; iSSON_1240; iECIAI39_1322; iECOK1_1307; iECO26_1355; iECs_1301; iECP_1309; iECS88_1305; iECO111_1330; iEcolC_1368; iECIAI1_1343; iECO103_1326; iECNA114_1301; iECSE_1348	KEGG Compound: http://identifiers.org/kegg.compound/C05811; CHEBI: http://identifiers.org/chebi/CHEBI:1233; CHEBI: http://identifiers.org/chebi/CHEBI:62730; BioCyc: http://identifiers.org/biocyc/META:2-OCTAPRENYL-6-HYDROXYPHENOL; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1635; InChI Key: https://identifiers.org/inchikey/YGTMSXVYLRCOLD-MGDAWYEDSA-N; SEED Compound: http://identifiers.org/seed.compound/cpd03445	2ohph; 2ohph_c
2ombzl_c	2ombzl	2-Octaprenyl-6-methoxy-1,4-benzoquinol	iEcHS_1320; iECO103_1326; iECS88_1305; iEcolC_1368; iECP_1309; iECO26_1355; iECIAI39_1322; iECIAI1_1343; iECs_1301; iECOK1_1307; iECO111_1330; iECNA114_1301; iAF1260; iJO1366; iB21_1397; iSF_1195; iPC815; iEC042_1314; iAPECO1_1312; iBWG_1329; ic_1306; iE2348C_1286; iIT341; iCN718; iYS1720; iEC1344_C; iEC1364_W; iEC1368_DH5a; iEC1372_W3110; iJN1463; iML1515; iEC1356_Bl21DE3; iEC1349_Crooks; iECB_1328; iECED1_1282; iECD_1391; iECDH10B_1368; iEcE24377_1341; iECBD_1354; iECH74115_1262; iECABU_c1320; iEcDH1_1363; iECDH1ME8569_1439; iEC55989_1330; iJR904; iYL1228; iSBO_1134; iSDY_1059; iZ_1308; iSbBS512_1146; iUMNK88_1353; iUTI89_1310; iSFV_1184; iSSON_1240; iUMN146_1321; iSFxv_1172; iWFL_1372; iECW_1372; iNRG857_1313; iECSF_1327; iEcSMS35_1347; iS_1188; iETEC_1333; iEKO11_1354; iECSE_1348; iG2583_1286; iLF82_1304; iECUMN_1333; iECSP_1301; STM_v1_0; iAF1260b; iY75_1357	CHEBI: http://identifiers.org/chebi/CHEBI:60655; InChI Key: https://identifiers.org/inchikey/CZFRMASEEPTBAQ-MYCGWMCTSA-N; BioCyc: http://identifiers.org/biocyc/META:OCTAPRENYL-METHOXY-BENZOQUINONE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM90444; SEED Compound: http://identifiers.org/seed.compound/cpd15359	2ombzl; 2ombzl_c
2omph_c	2omph	2-Octaprenyl-6-methoxyphenol	iS_1188; iETEC_1333; iEcSMS35_1347; iECW_1372; iECSP_1301; iNRG857_1313; iEKO11_1354; iECSE_1348; iG2583_1286; iECUMN_1333; iECSF_1327; iLF82_1304; STM_v1_0; iY75_1357; iAF1260b; iEcHS_1320; iECS88_1305; iECIAI1_1343; iECNA114_1301; iECIAI39_1322; iECO26_1355; iECO103_1326; iEcolC_1368; iECs_1301; iECO111_1330; iECOK1_1307; iECP_1309; iUMNK88_1353; iUMN146_1321; iWFL_1372; iSbBS512_1146; iSFV_1184; iZ_1308; iUTI89_1310; iSSON_1240; iSBO_1134; iJR904; iSDY_1059; iSFxv_1172; iYL1228; iML1515; iEC1356_Bl21DE3; iEC1349_Crooks; iEC1364_W; iEC1372_W3110; iJN1463; iCN718; iYS1720; iEC1344_C; iEC1368_DH5a; ic_1306; iPC815; iSF_1195; iB21_1397; iAPECO1_1312; iJO1366; iEC042_1314; iE2348C_1286; iBWG_1329; iAF1260; iECB_1328; iECABU_c1320; iECD_1391; iEC55989_1330; iECDH10B_1368; iEcE24377_1341; iECED1_1282; iEcDH1_1363; iECBD_1354; iECH74115_1262; iECDH1ME8569_1439	KEGG Compound: http://identifiers.org/kegg.compound/C05812; CHEBI: http://identifiers.org/chebi/CHEBI:1235; BioCyc: http://identifiers.org/biocyc/META:2-OCTAPRENYL-6-METHOXYPHENOL; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1707; InChI Key: https://identifiers.org/inchikey/MYNOBJRQIKYBRD-MGHGRUFNSA-N; SEED Compound: http://identifiers.org/seed.compound/cpd03446	2omph; 2omph_c
2oph_c	2oph	2-Octaprenylphenol	iEC55989_1330; iECH74115_1262; iECBD_1354; iECDH1ME8569_1439; iECB_1328; iECDH10B_1368; iECD_1391; iECED1_1282; iEcE24377_1341; iECABU_c1320; iEcDH1_1363; iUTI89_1310; iSFxv_1172; iUMNK88_1353; iUMN146_1321; iWFL_1372; iJR904; iSbBS512_1146; iSBO_1134; iYL1228; iZ_1308; iSDY_1059; iSFV_1184; iSSON_1240; iAF1260b; iY75_1357; STM_v1_0; iJN678; iECSP_1301; iG2583_1286; iECW_1372; iEKO11_1354; iETEC_1333; iECSE_1348; iEcSMS35_1347; iS_1188; iECUMN_1333; iNRG857_1313; iLF82_1304; iECSF_1327; iECO26_1355; iECIAI39_1322; iEcHS_1320; iECs_1301; iECIAI1_1343; iECO103_1326; iECO111_1330; iECNA114_1301; iECOK1_1307; iECP_1309; iEcolC_1368; iECS88_1305; iIT341; iAPECO1_1312; iPC815; iE2348C_1286; iJO1366; iSF_1195; iAF1260; ic_1306; iEC042_1314; iB21_1397; iBWG_1329; iML1515; iEC1349_Crooks; iEC1356_Bl21DE3; iEC1372_W3110; iYS1720; iJN1463; iSynCJ816; iEC1344_C; iEC1368_DH5a; iEC1364_W; iCN718	KEGG Compound: http://identifiers.org/kegg.compound/C05810; CHEBI: http://identifiers.org/chebi/CHEBI:1236; CHEBI: http://identifiers.org/chebi/CHEBI:40398; CHEBI: http://identifiers.org/chebi/CHEBI:40407; BioCyc: http://identifiers.org/biocyc/META:2-OCTAPRENYLPHENOL; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1886; InChI Key: https://identifiers.org/inchikey/VUNQJPPPTJIREN-CMAXTTDKSA-N; SEED Compound: http://identifiers.org/seed.compound/cpd03444	2oph; 2oph_c
2pglyc_c	2pglyc	2-Phosphoglycolate	iECOK1_1307; iEcolC_1368; iECP_1309; iECO26_1355; iECNA114_1301; iECs_1301; iEcHS_1320; iECO111_1330; iECO103_1326; iECS88_1305; iECIAI39_1322; iECIAI1_1343; iPC815; iJO1366; iNJ661; iSB619; iBWG_1329; iAF1260; iAPECO1_1312; iB21_1397; iSF_1195; ic_1306; iEC042_1314; iE2348C_1286; iEC1364_W; iCN718; iSynCJ816; iEC1368_DH5a; iJN1463; iEC1372_W3110; iYS1720; iEC1344_C; iJB785; iML1515; iEC1356_Bl21DE3; iYS854; iEK1008; iEC1349_Crooks; iECDH10B_1368; iECD_1391; iECABU_c1320; iECB_1328; iEC55989_1330; iECDH1ME8569_1439; iEcDH1_1363; iECH74115_1262; iECED1_1282; iEcE24377_1341; iECBD_1354; iWFL_1372; iSFV_1184; iUTI89_1310; iSBO_1134; iUMNK88_1353; iYL1228; iUMN146_1321; iSFxv_1172; iSSON_1240; iSDY_1059; iSbBS512_1146; iZ_1308; iJR904; iECSF_1327; iG2583_1286; iECSE_1348; iECW_1372; iS_1188; iEcSMS35_1347; iLF82_1304; iECUMN_1333; iNRG857_1313; iECSP_1301; iETEC_1333; iEKO11_1354; iAF692; RECON1; iJN678; iAF1260b; iY75_1357; iMM1415; iCHOv1; iRC1080; iYO844; STM_v1_0	InChI Key: https://identifiers.org/inchikey/ASCFNMCAHFUBCO-UHFFFAOYSA-K; KEGG Compound: http://identifiers.org/kegg.compound/C00988; CHEBI: http://identifiers.org/chebi/CHEBI:11652; CHEBI: http://identifiers.org/chebi/CHEBI:1268; CHEBI: http://identifiers.org/chebi/CHEBI:17150; CHEBI: http://identifiers.org/chebi/CHEBI:19763; CHEBI: http://identifiers.org/chebi/CHEBI:19764; CHEBI: http://identifiers.org/chebi/CHEBI:44849; CHEBI: http://identifiers.org/chebi/CHEBI:58033; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00816; Human Metabolome Database: http://identifiers.org/hmdb/HMDB60148; BioCyc: http://identifiers.org/biocyc/META:CPD-67; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM2074; SEED Compound: http://identifiers.org/seed.compound/cpd00727	2pglyc; 2pglyc[c]; 2pglyc_c
